t,xp,zp,vxp,vzp,axp,azp,xo,zo,vxo,vzo,axo,azo,xs,zs,vxs,vzs,axs,azs
0.00000000,1.77864200,-2.11176400,�,�,�,�,-3.51080800,-2.68328100,�,�,�,�,-5.20952100,-4.04970700,�,�,�,�
0.00104167,1.77475600,-2.07632500,-0.91725080,9.49488500,�,�,-3.50640200,-2.65322400,-5.37200000,3.67349000,�,�,-5.21213400,-4.03347400,-4.76311400,6.01898900,�,�
0.00208333,1.77673100,-2.09198300,3.80492500,-75.56379000,8029.78900000,-71885.65000000,-3.52200000,-2.67562800,-4.94475400,-96.30726000,7879.07600000,-69943.08000000,-5.21944400,-4.03716800,-3.02181100,-6.71039800,4359.31600000,-7483.85400000
0.00312500,1.78268300,-2.23375000,14.67466000,-151.81290000,5947.34000000,-34000.52000000,-3.51670400,-2.85386500,14.00538000,-161.22700000,13084.04000000,-22978.96000000,-5.21842900,-4.04745400,5.18165800,-9.20594400,10463.18000000,-2042.10400000
0.00416667,1.80730400,-2.40826000,19.12702000,-145.40220000,5548.38200000,20889.25000000,-3.49282200,-3.01151700,23.36695000,-133.25580000,2812.47600000,38113.17000000,-5.20864900,-4.05634700,18.15533000,-10.09826000,5835.37400000,3236.92900000
0.00520833,1.82253100,-2.53667100,22.53449000,-102.66990000,-4849.79100000,49924.47000000,-3.46802300,-3.13148100,19.35249000,-82.70445000,-5999.05900000,50567.01000000,-5.18060500,-4.06849200,20.20226000,-4.08617200,-804.84380000,5659.44000000
0.00625000,1.85425100,-2.62215500,14.24440000,-44.09157000,-8190.18500000,49538.05000000,-3.45250400,-3.18381800,10.20374000,-24.84606000,-6982.06400000,44131.69000000,-5.16656100,-4.06485900,13.32843000,4.00534800,-6510.97500000,6845.98700000
0.00729167,1.85220700,-2.62852800,-0.49872420,6.62051700,-12110.30000000,45023.16000000,-3.44676500,-3.18324300,4.27782600,10.44285000,-3925.27900000,34720.94000000,-5.15283800,-4.06014800,8.25611500,8.65232700,-7421.22600000,6794.17600000
0.00833333,1.85321200,-2.60836200,-7.10003200,44.35126000,-2089.94000000,17870.63000000,-3.44359200,-3.16206200,2.43226800,43.39286000,-4422.17600000,11461.85000000,-5.14936100,-4.04683400,-2.65882400,18.45522000,-8066.34600000,5128.95800000
0.00937500,1.83741500,-2.53613000,-8.34079000,51.69318000,4673.31800000,-16812.15000000,-3.44169800,-3.09284200,-4.09020000,42.86632000,-4832.08400000,-21019.06000000,-5.15837700,-4.02170000,-9.44665700,20.83878000,-3619.85900000,-6370.04900000
0.01041667,1.83583500,-2.50066800,4.83093900,4.87906000,6927.03900000,-59114.34000000,-3.45211300,-3.07275700,-9.33068500,-6.71586600,2400.69900000,-57746.04000000,-5.16904100,-4.00342000,-9.65294800,5.19813900,3985.09500000,-14273.03000000
0.01145833,1.84748000,-2.52596500,7.46058800,-70.64935000,3732.97900000,-48357.00000000,-3.46113700,-3.10683300,0.62029860,-75.39826000,11351.38000000,-45721.89000000,-5.17848700,-4.01087000,-1.88988400,-11.35508000,9692.43600000,-15237.42000000
0.01250000,1.85137800,-2.64785400,9.77671000,-106.45390000,3804.12400000,-7478.83800000,-3.45082100,-3.22983700,16.00321000,-111.40590000,7315.39600000,-530.35470000,-5.17297800,-4.02707600,11.60481000,-24.67970000,7972.49400000,-4342.73500000
0.01354167,1.86784800,-2.74774400,17.41239000,-79.00275000,1478.55900000,31099.48000000,-3.42779700,-3.33892900,17.00584000,-73.02604000,-2624.20500000,40065.51000000,-5.15431100,-4.06228600,15.80140000,-23.83254000,1005.74600000,7279.25100000
0.01458333,1.88765400,-2.81244300,13.27264000,-41.31647000,-7591.10800000,36950.66000000,-3.41539200,-3.38197500,8.67063200,-22.51889000,-7605.90900000,37859.51000000,-5.14005900,-4.07672700,12.37840000,-6.42563600,-4800.89300000,14198.53000000
0.01562500,1.89549900,-2.83382000,0.70391700,-1.24731000,-13593.50000000,39718.50000000,-3.40973300,-3.38584300,1.52216800,5.39135700,-8483.23800000,33529.89000000,-5.12852200,-4.07567300,6.39807200,5.76905800,-5630.79900000,15360.67000000
0.01666667,1.88912000,-2.81504200,-14.92102000,40.72417000,-9211.41300000,30574.74000000,-3.41222100,-3.37074300,-8.74910000,43.15577000,-6480.33400000,26217.52000000,-5.12672900,-4.06470800,-0.22453940,23.95407000,-6937.32700000,9586.60300000
0.01770833,1.86441400,-2.74897800,-20.48634000,65.83651000,-3146.16300000,13344.47000000,-3.42796000,-3.29593500,-13.47108000,67.51346000,1215.32300000,1560.59600000,-5.12899000,-4.02576900,-7.22093800,29.95865000,-5454.32400000,-1137.84900000
0.01875000,1.84644000,-2.67788300,-19.04025000,66.25758000,8443.90800000,-17630.11000000,-3.44028600,-3.23009000,-5.71451800,43.84971000,2904.36100000,-20591.10000000,-5.14177300,-4.00229400,-12.69268000,18.16814000,-1301.37000000,-11797.56000000
0.01979167,1.82474600,-2.61094100,-5.98671700,32.70127000,12504.32000000,-34217.83000000,-3.43986500,-3.20458200,-5.11754000,20.29663000,1109.35100000,-30724.15000000,-5.15543300,-3.98791800,-9.80373700,6.26916100,2311.54200000,-14942.46000000
0.02083333,1.83396800,-2.60975500,11.17376000,-11.89981000,11021.44000000,-45731.47000000,-3.45094700,-3.18780500,-6.45290700,-14.25343000,4974.14500000,-35743.50000000,-5.16219800,-3.98923400,-6.82394900,-12.83668000,8590.67000000,-14829.57000000
0.02187500,1.84802500,-2.63573300,15.26501000,-57.18280000,-985.82860000,-22879.54000000,-3.45330900,-3.23427600,6.04287200,-60.04025000,11018.41000000,-17533.43000000,-5.16965000,-4.01466100,5.69125200,-26.55087000,11114.44000000,-4239.62100000
0.02291667,1.86577000,-2.72888600,10.26174000,-69.72939000,-4031.46000000,5939.24100000,-3.43835800,-3.31288900,17.78767000,-53.92935000,3241.25900000,13389.28000000,-5.15034100,-4.04454800,19.85944000,-21.63529000,4894.16300000,5437.14200000
0.02395833,1.86940400,-2.78100200,4.52929200,-36.50727000,611.12730000,24860.91000000,-3.41625100,-3.34662900,13.66889000,-24.86331000,-5806.20400000,22768.55000000,-5.12827600,-4.05973500,15.27431000,-13.11148000,-7110.32100000,8898.50800000
0.02500000,1.87520600,-2.80494300,11.89625000,-17.64775000,2304.75200000,20878.85000000,-3.40988100,-3.36468700,3.42658400,-8.66057000,-9452.08300000,20188.33000000,-5.11851900,-4.07186400,3.94394400,-4.68008000,-11461.03000000,11515.23000000
0.02604167,1.89418800,-2.81776800,11.89367000,4.22062100,-9770.98100000,23694.97000000,-3.40911300,-3.36467200,-4.90576400,16.27608000,-2400.56300000,15571.14000000,-5.12005900,-4.06948500,-8.32940400,11.36154000,-6710.57100000,11205.90000000
0.02708333,1.89998400,-2.79615000,-9.07973100,33.81290000,-12956.52000000,21560.26000000,-3.42010200,-3.33077900,-3.77132600,27.85489000,-2310.68500000,10050.69000000,-5.13587200,-4.04819400,-11.71433000,20.28643000,-1506.85900000,6124.86100000
0.02812500,1.87527100,-2.74732500,-19.04740000,50.05263000,-5400.69300000,18265.35000000,-3.41696900,-3.30664100,-5.72884700,32.25649000,-3964.92300000,21818.11000000,-5.14446400,-4.02722200,-9.34328400,22.45001000,1138.39200000,1973.98400000
0.02916667,1.86030200,-2.69187300,-16.58617000,68.69953000,3938.33800000,3959.70200000,-3.43203700,-3.26357800,-15.36691000,72.16944000,-2071.98800000,11954.66000000,-5.15533700,-4.00142300,-10.18661000,25.04327000,2926.34500000,-5218.88500000
0.03020833,1.84071700,-2.60420100,-12.97609000,65.00387000,9268.33100000,-17034.32000000,-3.44898400,-3.15628800,-9.95707800,69.46336000,6622.16800000,-18180.73000000,-5.16568600,-3.97504800,-3.88298800,13.07462000,5800.33100000,-12535.93000000
0.03125000,1.83326900,-2.55644900,3.22222100,28.06651000,10016.14000000,-33705.18000000,-3.45278100,-3.11886300,-0.13916510,22.25993000,5026.88800000,-37910.02000000,-5.16342700,-3.97418400,3.41290900,-3.93119900,3632.01500000,-14660.12000000
0.03229167,1.84743000,-2.54572900,10.46865000,-5.32567200,2808.25100000,-36282.47000000,-3.44927400,-3.10991300,0.95938870,-6.47759800,4122.08000000,-35802.05000000,-5.15857600,-3.98323800,3.35982300,-16.02994000,2171.78600000,-15230.30000000
0.03333333,1.85507900,-2.56754400,6.77848300,-45.88169000,2973.11200000,-28355.43000000,-3.45078200,-3.13235800,6.17145000,-50.53882000,3728.26100000,-25173.59000000,-5.15642700,-4.00758000,6.72340100,-35.36375000,553.84060000,-4701.71700000
0.03437500,1.86155200,-2.64131600,15.60625000,-69.48499000,186.93580000,3618.71600000,-3.43641700,-3.21520200,11.56532000,-66.86296000,-2370.43000000,6583.59300000,-5.14456900,-4.05691300,6.69971000,-30.59870000,-4869.87100000,8628.80800000
0.03541667,1.88759200,-2.71230400,11.81527000,-38.61699000,-10317.31000000,25073.11000000,-3.42668700,-3.27165500,0.73766550,-32.20355000,-4877.13500000,25656.95000000,-5.14247000,-4.07132700,-4.49609500,-11.25371000,-4618.79700000,14793.14000000
0.03645833,1.88616700,-2.72176800,-9.79285200,-9.01286900,-8427.27200000,17725.48000000,-3.43488000,-3.28229300,-1.62643000,-9.09670500,-1099.16900000,16796.87000000,-5.15393600,-4.08035800,-4.97574800,-2.33998500,-375.29770000,11763.22000000
0.03750000,1.86719000,-2.73108100,-7.75949900,-6.26877800,454.90270000,14262.17000000,-3.43007600,-3.29060700,1.85306300,-1.02660400,-765.42770000,15255.20000000,-5.15283600,-4.07620200,-2.16428300,13.35448000,4484.21100000,16885.29000000
0.03854167,1.87000100,-2.73482800,-3.73437100,18.32179000,-198.62140000,16846.81000000,-3.43101900,-3.28443200,-4.40108600,22.18965000,-1997.54700000,11684.92000000,-5.15844500,-4.05253600,1.58838000,33.12290000,389.09950000,4672.69500000
0.03958333,1.85941000,-2.69291100,-11.33824000,35.40093000,-526.44580000,5521.12800000,-3.43924500,-3.24437800,-3.53602800,28.40475000,1067.19500000,2447.42200000,-5.14952700,-4.00719600,2.03156100,27.07420000,64.15663000,-8069.49600000
0.04062500,1.84638000,-2.66107600,-5.27930300,25.96653000,3567.39200000,-3119.03100000,-3.43838600,-3.22525500,-0.27541950,21.62792000,588.77990000,1841.87200000,-5.15421200,-3.99613200,-1.55962600,10.18674000,-2799.66100000,-11189.72000000
0.04166667,1.84841100,-2.63881400,-1.22044600,27.41781000,-54.65483000,643.47000000,-3.43981900,-3.19932000,-3.01268600,33.39709000,-31.71515000,2553.71600000,-5.15277600,-3.98597400,-1.60262300,6.45868600,-1391.66200000,-6112.91200000
0.04270833,1.84383700,-2.60395500,-6.96423700,30.16255000,1850.37300000,-4158.22900000,-3.44466200,-3.15567800,-1.15191200,30.53295000,1414.00500000,-8460.81800000,-5.15755100,-3.98267600,-5.58737200,-2.60302600,-432.26550000,-6949.48200000
0.04375000,1.83390200,-2.57597500,0.86603670,18.18705000,1306.14900000,-9613.14300000,-3.44221800,-3.13571000,1.31399200,12.29184000,1115.04400000,-11891.63000000,-5.16441600,-3.99139700,-2.89211900,-9.09405800,1979.67600000,-3369.91400000
0.04479167,1.84564200,-2.56606600,0.61849390,8.30149400,830.08530000,-6574.83400000,-3.44192500,-3.13007000,0.36460670,5.41683900,261.68030000,-4602.10000000,-5.16357600,-4.00162200,-0.12944930,-9.10719800,1285.00200000,1503.28700000
0.04583333,1.83519100,-2.55868000,-2.94628800,5.59599500,-1945.52800000,-3819.54900000,-3.44145900,-3.12442500,1.83243400,3.90376200,-145.64090000,-2538.03700000,-5.16468600,-4.01037000,-1.01747200,-5.99916200,834.50600000,2280.69400000
0.04687500,1.83950300,-2.55440700,0.61506810,0.59170790,6379.80900000,-6049.76700000,-3.43810700,-3.12193700,0.79160820,0.03249902,1074.20800000,-2561.07900000,-5.16569600,-4.01412000,1.41557800,-3.75019300,4333.51400000,2572.82700000
0.04791667,1.83647200,-2.55744800,6.92114000,-7.18730200,-664.53190000,-1893.69800000,-3.43981000,-3.12435700,2.57772100,-1.94279300,-815.88030000,-2872.72000000,-5.16173700,-4.01818300,8.07489500,-1.38411800,1369.41400000,-107.35340000
0.04895833,1.85392200,-2.56938100,4.31915000,-4.99477400,264.33570000,-2234.01800000,-3.43273700,-3.12598400,1.41028800,-5.01395400,446.07630000,-2272.32400000,-5.14887300,-4.01700400,6.04883200,-2.68784700,-3279.30400000,-2086.13500000
0.05000000,1.84547100,-2.56785300,1.18653900,-8.02903900,-414.22910000,-4269.93300000,-3.43687200,-3.13480300,0.70120250,-7.81090700,-1611.56500000,-5239.48400000,-5.14913500,-4.02378300,-1.05296100,-7.09687600,-4599.46300000,-4122.09800000
0.05104167,1.85639400,-2.58610800,8.21420200,-17.52633000,809.98860000,-877.11390000,-3.43127600,-3.14225700,0.80767480,-14.23772000,-1211.69200000,-905.10070000,-5.15106700,-4.03178900,-2.73654500,-10.49670000,-858.55740000,-578.51550000
0.05208333,1.86258400,-2.60436600,1.52675500,-9.62876500,-4230.38000000,6720.95200000,-3.43518900,-3.16446500,-3.78951000,-13.00162000,-774.03130000,4381.71200000,-5.15483600,-4.04565100,-3.05889200,-9.55676400,707.26580000,3420.90900000
0.05312500,1.85957500,-2.60616800,-1.70482600,-1.32499100,-1190.28700000,5352.36300000,-3.43917100,-3.16934400,-0.62001350,-2.09138600,2707.27500000,7651.08100000,-5.15744000,-4.05169900,-1.16757900,-2.38539600,1704.21000000,6303.89200000
0.05416667,1.85903200,-2.60712700,-0.05143096,0.33042890,-3058.25700000,4945.40000000,-3.43648100,-3.16882200,2.74706800,2.24194600,562.53210000,6392.01100000,-5.15726900,-4.05062000,0.71371850,3.64512200,1292.78500000,5384.33100000
0.05520833,1.85946800,-2.60548000,-7.04468400,8.31548800,-30.92710000,1685.99700000,-3.43344800,-3.16467300,0.48753430,10.43110000,-1200.49500000,2766.46100000,-5.15595300,-4.04410500,1.46373200,8.73463400,616.15260000,3106.48000000
0.05625000,1.84435500,-2.58980300,-3.83952500,6.77096400,4255.31900000,-1158.19400000,-3.43546500,-3.14709000,-0.65319910,10.50917000,-2040.41300000,-2690.09000000,-5.15421900,-4.03242300,1.93724900,10.54789000,-805.74610000,-701.93270000
0.05729167,1.85146900,-2.59137400,6.04670400,2.06483100,3596.27600000,-3188.89400000,-3.43480900,-3.14277900,-2.59047000,2.34213300,1118.87300000,-5105.91100000,-5.15191700,-4.02213000,0.13134700,7.12178300,-1560.24700000,-4830.14800000
0.05833333,1.85695300,-2.58550100,2.32500500,2.74417400,-2007.44100000,-249.81440000,-3.44086200,-3.14221100,-0.22372080,0.30316150,2798.31400000,-760.35460000,-5.15394600,-4.01758600,-1.94632500,0.36316470,-1753.19200000,-5422.39100000
0.05937500,1.85631300,-2.58565700,0.91763850,0.16281330,-1527.17300000,22333.81000000,-3.43527500,-3.14214700,5.30413200,0.83493850,1024.57800000,12182.17000000,-5.15597200,-4.02137300,-3.06403800,-4.76232500,-280.32750000,-341.50820000
0.06041667,1.85886400,-2.58516200,0.30708090,43.61279000,-7198.65100000,22930.74000000,-3.42981100,-3.14047100,1.61441700,22.89727000,-6637.39700000,23475.38000000,-5.16032900,-4.02750800,-3.01673300,-0.82257910,-2845.48300000,3824.67800000
0.06145833,1.85695300,-2.49479700,-13.27617000,63.53269000,-5950.39800000,14328.49000000,-3.43191200,-3.09444500,-8.61056500,54.27274000,-7923.67100000,22167.09000000,-5.16225700,-4.02308700,-7.66807000,4.74282000,-2962.33800000,5270.41800000
0.06250000,1.83120600,-2.45280200,-16.26036000,58.12335000,-1995.46500000,-5524.26200000,-3.44775000,-3.02740300,-16.12699000,68.34962000,-2497.50600000,-4540.90500000,-5.17630400,-4.01762700,-11.32554000,9.03457800,-369.61620000,3822.64200000
0.06354167,1.82307700,-2.37370600,-12.68547000,62.36684000,5483.78300000,-13749.53000000,-3.46550900,-2.95205000,-13.62431000,47.98989000,5186.34600000,-22481.37000000,-5.18585200,-4.00426500,-7.26187100,13.60743000,6107.25200000,-603.32040000
0.06458333,1.80477800,-2.32287100,-8.70469800,26.27641000,4645.67100000,-27276.19000000,-3.47613400,-2.92742400,-4.96037600,15.19324000,5600.51200000,-23128.25000000,-5.19143300,-3.98927800,0.75932510,8.32494700,4728.27900000,-6799.79700000
0.06562500,1.80494200,-2.31896400,0.21440620,1.38208700,8255.60700000,-18473.14000000,-3.47584400,-2.92039700,-0.79541370,1.60541100,4683.86000000,-10327.28000000,-5.18427000,-3.98692100,4.41612900,-1.81944600,1257.21400000,-8587.84400000
0.06666667,1.80522400,-2.31999200,6.37293400,-8.58320800,1240.25000000,-3662.16000000,-3.47779100,-2.92408000,3.04076400,-6.20282400,2771.76100000,-3934.92500000,-5.18223300,-3.99306800,1.82078200,-9.37075900,-1814.81600000,-5886.87800000
0.06770833,1.81821900,-2.33684500,5.52619500,-9.09174600,-2292.07800000,1138.58200000,-3.46950900,-2.93332000,6.71251100,-6.90145400,-1287.93400000,790.82850000,-5.18047600,-4.00644400,1.04053700,-14.28561000,-1547.02500000,-1443.51800000
0.06875000,1.81673700,-2.33893300,-1.27961800,-2.96391600,-5975.32600000,4585.43600000,-3.46380700,-2.93845800,0.07360657,-3.77670100,-5622.30200000,1733.50500000,-5.18006500,-4.02283000,-1.32210400,-12.72472000,-698.61140000,4063.04300000
0.06979167,1.81555300,-2.34302000,-5.29494700,-1.21271600,-421.61830000,1445.84600000,-3.46935500,-2.94118800,-6.23656800,-3.16355100,-757.73700000,2234.11900000,-5.18323100,-4.03295400,-1.09150500,-5.37602700,279.31540000,6293.74200000
0.07083333,1.80570600,-2.34146000,-4.12723700,1.02717800,1910.63900000,1556.64600000,-3.47680000,-2.94504800,-1.76268100,0.02461950,4715.17800000,4229.45300000,-5.18233900,-4.03403000,0.16089540,0.91959980,1592.26000000,4884.00600000
0.07187500,1.80695500,-2.34088000,0.85088750,1.38943000,3673.22600000,-812.10290000,-3.47302800,-2.94113700,5.05074800,6.41176800,1500.02000000,2079.72300000,-5.18289600,-4.03103800,1.46342100,4.50356800,1979.48600000,2483.72500000
0.07291667,1.80747900,-2.33856500,2.39491200,-0.03660228,679.76770000,-583.18530000,-3.46627700,-2.93169100,1.68650600,5.14397700,-2701.76300000,-2519.03500000,-5.17929000,-4.02464800,4.76822600,6.26274800,-276.80940000,-1489.90600000
0.07395833,1.81194400,-2.34095700,3.03589700,-0.80330040,468.86990000,299.50720000,-3.46951400,-2.93042000,-2.27123700,-0.14231440,-1711.47100000,-2397.92900000,-5.17296200,-4.01799000,1.61233000,1.85166000,-1877.74700000,-2908.22300000
0.07500000,1.81380400,-2.34023900,2.62426600,1.25565800,-1145.99900000,350.06830000,-3.47100900,-2.93198700,-1.01533800,0.09169789,743.71570000,-1457.83800000,-5.17593100,-4.02079000,-0.88620750,-1.30830900,-2149.47700000,-2758.36900000
0.07604167,1.81741100,-2.33834100,1.36637800,0.11804070,-1751.87900000,-1170.61400000,-3.47162900,-2.93022900,-0.70558060,-2.00177200,-369.97030000,-1403.55000000,-5.17480800,-4.02071600,-1.32380000,-2.48699300,554.59560000,-37.43581000
0.07708333,1.81665000,-2.33999300,-1.61775000,-1.73027800,-1629.29700000,-791.18950000,-3.47247900,-2.93615700,-1.74480900,-4.31165300,-737.79980000,-1010.41900000,-5.17868900,-4.02597100,-1.07621100,-2.65551800,456.94400000,-291.18640000
0.07812500,1.81404100,-2.34194500,-2.04727400,-1.39638700,42.04727000,328.49590000,-3.47526400,-2.93921200,-2.51509600,-3.15382600,-37.68690000,1621.55500000,-5.17705000,-4.02624800,0.83395020,-1.82309700,58.65586000,909.36840000
0.07916667,1.81238500,-2.34290200,-1.31228400,-0.89235670,850.41350000,405.90660000,-3.47771900,-2.94272800,-1.73408500,-1.46663500,1255.93100000,1784.12200000,-5.17695200,-4.02976900,-1.33898500,-1.77630900,-105.60500000,678.13550000
0.08020833,1.81130700,-2.34380400,-0.35836300,-0.64353850,411.83640000,333.93790000,-3.47887700,-2.94226700,0.08544253,1.05301700,1438.26800000,1809.76300000,-5.17984000,-4.02994900,-0.07532744,0.21497520,993.29230000,2173.71800000
0.08125000,1.81163800,-2.34424200,-0.22325820,-0.17212110,440.64920000,665.85680000,-3.47754100,-2.94053400,1.48644100,2.13770100,968.27640000,-10.72669000,-5.17710900,-4.02932100,1.82030100,2.37995200,775.27520000,521.97260000
0.08229167,1.81084200,-2.34416300,0.17417340,0.69447710,1220.18700000,779.10140000,-3.47578000,-2.93781300,1.95234600,1.27051600,-445.60880000,-821.18970000,-5.17604700,-4.02499100,0.93715150,2.05522200,-944.09770000,-260.75470000
0.08333333,1.81200100,-2.34279600,2.47048800,1.55720100,1155.62200000,508.35260000,-3.47347300,-2.93788700,0.80526910,-0.02990456,-1628.14800000,-1694.33100000,-5.17515600,-4.02504000,0.05849807,0.85351880,-1629.24400000,-2166.31600000
0.08437500,1.81598900,-2.34091900,2.95948600,1.74343800,-1960.60800000,-1225.38500000,-3.47410300,-2.93787600,-1.72030700,-1.79767400,-856.78130000,-409.19820000,-5.17592500,-4.02321300,-2.43135900,-1.44354400,-1455.96800000,-1247.02800000
0.08541667,1.81816700,-2.33916300,-1.53774900,-0.70573190,-1753.45100000,-814.01710000,-3.47705700,-2.94163200,-1.31468500,-1.68015800,1122.55200000,997.26820000,-5.18022100,-4.02804700,-3.44200300,-3.01848800,898.17950000,-378.93760000
0.08645833,1.81278500,-2.34238900,-2.05131500,-0.93587390,523.94030000,42.52834000,-3.47684100,-2.94137600,1.08693500,0.98334010,1502.74500000,1659.68500000,-5.18309600,-4.02950100,-0.45298110,-1.32300800,2316.53000000,2425.06800000
0.08750000,1.81389300,-2.34111300,0.97497390,0.45214970,1709.94900000,938.05670000,-3.47479300,-2.93958400,1.86458000,1.71398100,-455.17450000,91.18760000,-5.18116500,-4.03080300,1.93427800,1.43864100,1013.12200000,2568.01500000
